%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 12/18/2025 9:22:08 AM
SAMPLE INFO = ///DEVELOPMENT/2025-12-17
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.323276
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [6188,6188,6188,6188,6188,6188,6188]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,12.376000,23.200000,22.682674,2.550143]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-23.200000,-22.688479,-1.340345]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000092,0.081794]
COLUMN_STOP = [1.000000,3.000000,4.000000,12.376000,0.020000,-1.431270,1.168532]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.268000,7.980000,6.534471,1.062571
1.000000,3.000000,1.000000,0.270000,8.040000,6.594371,1.066010
1.000000,3.000000,1.000000,0.272000,8.100000,6.654548,1.067684
1.000000,3.000000,1.000000,0.274000,8.160000,6.714971,1.066884
1.000000,3.000000,1.000000,0.276000,8.220000,6.775584,1.063858
1.000000,3.000000,1.000000,0.278000,8.280000,6.836321,1.059684
1.000000,3.000000,1.000000,0.280000,8.340000,6.897114,1.055836
1.000000,3.000000,1.000000,0.282000,8.400000,6.957907,1.053605
1.000000,3.000000,1.000000,0.284000,8.460000,7.018655,1.053599
1.000000,3.000000,1.000000,0.286000,8.520000,7.079331,1.055514
1.000000,3.000000,1.000000,0.288000,8.580000,7.139918,1.058262
1.000000,3.000000,1.000000,0.290000,8.640000,7.200403,1.060404
1.000000,3.000000,1.000000,0.292000,8.700000,7.260774,1.060726
1.000000,3.000000,1.000000,0.294000,8.760000,7.321008,1.058732
1.000000,3.000000,1.000000,0.296000,8.820000,7.381081,1.054868
1.000000,3.000000,1.000000,0.298000,8.880000,7.440966,1.050386
1.000000,3.000000,1.000000,0.300000,8.940000,7.500648,1.046881
1.000000,3.000000,1.000000,0.302000,9.000000,7.560130,1.045700
1.000000,3.000000,1.000000,0.304000,9.060000,7.619439,1.047409
1.000000,3.000000,1.000000,0.306000,9.120000,7.678633,1.051553
1.000000,3.000000,1.000000,0.308000,9.180000,7.737790,1.056789
1.000000,3.000000,1.000000,0.310000,9.240000,7.797002,1.061358
1.000000,3.000000,1.000000,0.312000,9.300000,7.856356,1.063715
1.000000,3.000000,1.000000,0.314000,9.360000,7.915924,1.063098
1.000000,3.000000,1.000000,0.316000,9.420000,7.975746,1.059816
1.000000,3.000000,1.000000,0.318000,9.480000,8.035829,1.055142
1.000000,3.000000,1.000000,0.320000,9.540000,8.096151,1.050859
1.000000,3.000000,1.000000,0.322000,9.600000,8.156665,1.048615
1.000000,3.000000,1.000000,0.324000,9.660000,8.217314,1.049322
1.000000,3.000000,1.000000,0.326000,9.720000,8.278044,1.052832
1.000000,3.000000,1.000000,0.328000,9.780000,8.338813,1.057984
1.000000,3.000000,1.000000,0.330000,9.840000,8.399594,1.063029
1.000000,3.000000,1.000000,0.332000,9.900000,8.460375,1.066256
1.000000,3.000000,1.000000,0.334000,9.960000,8.521151,1.066591
1.000000,3.000000,1.000000,0.336000,10.020000,8.581918,1.063964
1.000000,3.000000,1.000000,0.338000,10.080000,8.642662,1.059301
1.000000,3.000000,1.000000,0.340000,10.140000,8.703356,1.054157
1.000000,3.000000,1.000000,0.342000,10.200000,8.763962,1.050138
1.000000,3.000000,1.000000,0.344000,10.260000,8.824430,1.048319
1.000000,3.000000,1.000000,0.346000,10.320000,8.884715,1.048885
1.000000,3.000000,1.000000,0.348000,10.380000,8.944777,1.051113
1.000000,3.000000,1.000000,0.350000,10.440000,9.004597,1.053689
1.000000,3.000000,1.000000,0.352000,10.500000,9.064176,1.055245
1.000000,3.000000,1.000000,0.354000,10.560000,9.123542,1.054883
1.000000,3.000000,1.000000,0.356000,10.620000,9.182744,1.052516
1.000000,3.000000,1.000000,0.358000,10.680000,9.241851,1.048876
1.000000,3.000000,1.000000,0.360000,10.740000,9.300939,1.045213
1.000000,3.000000,1.000000,0.362000,10.800000,9.360084,1.042796
1.000000,3.000000,1.000000,0.364000,10.860000,9.419357,1.042423
1.000000,3.000000,1.000000,0.366000,10.920000,9.478813,1.044116
1.000000,3.000000,1.000000,0.368000,10.980000,9.538489,1.047131
1.000000,3.000000,1.000000,0.370000,11.040000,9.598399,1.050257
1.000000,3.000000,1.000000,0.372000,11.100000,9.658538,1.052289
1.000000,3.000000,1.000000,0.374000,11.160000,9.718882,1.052498
1.000000,3.000000,1.000000,0.376000,11.220000,9.779395,1.050888
1.000000,3.000000,1.000000,0.378000,11.280000,9.840032,1.048175
1.000000,3.000000,1.000000,0.380000,11.340000,9.900748,1.045476
1.000000,3.000000,1.000000,0.382000,11.400000,9.961499,1.043843
1.000000,3.000000,1.000000,0.384000,11.460000,10.022246,1.043833
1.000000,3.000000,1.000000,0.386000,11.520000,10.082955,1.045275
1.000000,3.000000,1.000000,0.388000,11.580000,10.143599,1.047338
1.000000,3.000000,1.000000,0.390000,11.640000,10.204149,1.048863
1.000000,3.000000,1.000000,0.392000,11.700000,10.264579,1.048843
1.000000,3.000000,1.000000,0.394000,11.760000,10.324861,1.046841
1.000000,3.000000,1.000000,0.396000,11.820000,10.384967,1.043199
1.000000,3.000000,1.000000,0.398000,11.880000,10.444878,1.038942
1.000000,3.000000,1.000000,0.400000,11.940000,10.504583,1.035407
1.000000,3.000000,1.000000,0.402000,12.000000,10.564089,1.033744
1.000000,3.000000,1.000000,0.404000,12.060000,10.623424,1.034475
1.000000,3.000000,1.000000,0.406000,12.120000,10.682636,1.037283
1.000000,3.000000,1.000000,0.408000,12.180000,10.741790,1.041125
1.000000,3.000000,1.000000,0.410000,12.240000,10.800965,1.044605
1.000000,3.000000,1.000000,0.412000,12.300000,10.860236,1.046500
1.000000,3.000000,1.000000,0.414000,12.360000,10.919673,1.046208
1.000000,3.000000,1.000000,0.416000,12.420000,10.979324,1.043968
1.000000,3.000000,1.000000,0.418000,12.480000,11.039215,1.040755
1.000000,3.000000,1.000000,0.420000,12.540000,11.099345,1.037901
1.000000,3.000000,1.000000,0.422000,12.600000,11.159693,1.036569
1.000000,3.000000,1.000000,0.424000,12.660000,11.220220,1.037300
1.000000,3.000000,1.000000,0.426000,12.720000,11.280877,1.039795
1.000000,3.000000,1.000000,0.428000,12.780000,11.341618,1.043022
1.000000,3.000000,1.000000,0.430000,12.840000,11.402397,1.045606
1.000000,3.000000,1.000000,0.432000,12.900000,11.463180,1.046353
1.000000,3.000000,1.000000,0.434000,12.960000,11.523939,1.044717
1.000000,3.000000,1.000000,0.436000,13.020000,11.584653,1.041012
1.000000,3.000000,1.000000,0.438000,13.080000,11.645305,1.036309
1.000000,3.000000,1.000000,0.440000,13.140000,11.705876,1.032038
1.000000,3.000000,1.000000,0.442000,13.200000,11.766346,1.029452
1.000000,3.000000,1.000000,0.444000,13.260000,11.826692,1.029157
1.000000,3.000000,1.000000,0.446000,13.320000,11.886885,1.030884
1.000000,3.000000,1.000000,0.448000,13.380000,11.946902,1.033592
1.000000,3.000000,1.000000,0.450000,13.440000,12.006724,1.035862
1.000000,3.000000,1.000000,0.452000,13.500000,12.066342,1.036439
1.000000,3.000000,1.000000,0.454000,13.560000,12.125767,1.034711
1.000000,3.000000,1.000000,0.456000,13.620000,12.185027,1.030947
1.000000,3.000000,1.000000,0.458000,13.680000,12.244172,1.026204
1.000000,3.000000,1.000000,0.460000,13.740000,12.303267,1.021938
1.000000,3.000000,1.000000,0.462000,13.800000,12.362390,1.019466
1.000000,3.000000,1.000000,0.464000,13.860000,12.421621,1.019482
1.000000,3.000000,1.000000,0.466000,13.920000,12.481031,1.021803
1.000000,3.000000,1.000000,0.468000,13.980000,12.540674,1.025451
1.000000,3.000000,1.000000,0.470000,14.040000,12.600579,1.029025
