Time (s),Angle (deg),Torque (Nm),Cycle,,
1.296,14.89,2.149894,1,2.149894,
1.298,14.89,2.151425,1,2.151425,
1.3,14.89,2.15373,1,2.15373,
1.302,14.89,2.156036,1,2.156036,
1.304,14.89,2.158341,1,2.158341,
1.306,14.89,2.160646,1,2.160646,
1.308,14.89,2.162952,1,2.162952,
1.31,14.89,2.165257,1,2.165257,
1.312,14.89,2.167563,1,2.167563,
1.314,14.89,2.169868,1,2.169868,
1.316,14.89,2.172696,1,2.172696,
1.318,14.89,2.175779,1,2.175779,
1.32,14.89,2.178862,1,2.178862,
1.322,14.89,2.181945,1,2.181945,
1.324,14.89,2.185028,1,2.185028,
1.326,14.89,2.188111,1,2.188111,
1.328,14.89,2.191619,1,2.191619,
1.33,14.89,2.195805,1,2.195805,
1.332,14.89,2.199992,1,2.199992,
1.334,14.89,2.204179,1,2.204179,
1.336,14.89,2.208366,1,2.208366,
1.338,14.89,2.209387,1,2.209387,
1.34,14.89,2.209387,1,2.209387,
1.342,14.89,2.209387,1,2.209387,
1.344,14.89,2.209387,1,2.209387,
1.346,14.89,2.209387,1,2.209387,
1.348,14.89,2.209387,1,2.209387,
1.35,14.89,2.209387,1,2.209387,
1.352,14.89,2.209387,1,2.209387,
1.354,14.672575,2.228768,1,2.228768,
1.356,14.067693,2.228768,1,2.228768,
1.358,13.462811,2.228768,1,2.228768,
1.36,12.857929,2.228768,1,2.228768,
1.362,12.253048,2.228768,1,2.228768,
1.364,11.648166,2.228768,1,2.228768,
1.366,11.08,2.22892,1,2.22892,
1.368,11.08,2.231423,1,2.231423,
1.37,11.08,2.233926,1,2.233926,
1.372,11.08,2.236429,1,2.236429,
1.374,11.08,2.238932,1,2.238932,
1.376,11.08,2.241435,1,2.241435,
1.378,11.08,2.243938,1,2.243938,
1.38,11.08,2.246441,1,2.246441,
1.382,11.08,2.248148,1,2.248148,
1.384,11.08,2.248148,1,2.248148,
1.386,11.08,2.248148,1,2.248148,
1.388,11.08,2.248148,1,2.248148,
1.39,11.08,2.248148,1,2.248148,
1.392,11.08,2.248148,1,2.248148,
1.394,11.08,2.248148,1,2.248148,
1.396,11.08,2.248148,1,2.248148,
1.398,11.08,2.248148,1,2.248148,
1.4,11.08,2.248857,1,2.248857,
1.402,11.08,2.251485,1,2.251485,
1.404,11.08,2.254112,1,2.254112,
1.406,11.08,2.25674,1,2.25674,
1.408,11.08,2.259367,1,2.259367,
1.41,11.08,2.261995,1,2.261995,
1.412,11.08,2.264622,1,2.264622,
1.414,11.08,2.26725,1,2.26725,
1.416,11.08,2.269524,1,2.269524,
1.418,11.08,2.271757,1,2.271757,
1.42,11.08,2.273989,1,2.273989,
1.422,11.08,2.276221,1,2.276221,
1.424,11.08,2.278454,1,2.278454,
1.426,11.08,2.280686,1,2.280686,
1.428,11.08,2.282918,1,2.282918,
1.43,11.08,2.285151,1,2.285151,
1.432,11.08,2.287452,1,2.287452,
1.434,11.08,2.290011,1,2.290011,
1.436,11.08,2.292569,1,2.292569,
1.438,11.08,2.295127,1,2.295127,
1.44,11.08,2.297685,1,2.297685,
1.442,11.08,2.300244,1,2.300244,
1.444,11.08,2.302802,1,2.302802,
1.446,11.08,2.30536,1,2.30536,
1.448,11.08,2.307746,1,2.307746,
1.45,11.08,2.310033,1,2.310033,
1.452,11.08,2.312321,1,2.312321,
1.454,11.08,2.314608,1,2.314608,
1.456,11.08,2.316895,1,2.316895,
1.458,11.08,2.319183,1,2.319183,
1.46,11.08,2.32147,1,2.32147,
1.462,11.08,2.323758,1,2.323758,
1.464,11.08,2.326308,1,2.326308,
1.466,11.08,2.330203,1,2.330203,
1.468,11.08,2.334097,1,2.334097,
1.47,11.08,2.337992,1,2.337992,
1.472,11.08,2.341887,1,2.341887,
1.474,11.08,2.345781,1,2.345781,
1.476,11.08,2.349676,1,2.349676,
1.478,11.08,2.353571,1,2.353571,
1.48,11.08,2.357466,1,2.357466,
1.482,11.08,2.36136,1,2.36136,
1.484,10.993475,2.364906,1,2.364906,
1.486,10.584085,2.367147,1,2.367147,
1.488,10.174694,2.369388,1,2.369388,
1.49,9.765304,2.371629,1,2.371629,
1.492,9.355913,2.373871,1,2.373871,
1.494,8.946523,2.376112,1,2.376112,
1.496,8.537132,2.378353,1,2.378353,
1.498,8.127742,2.380595,1,2.380595,
1.5,7.718351,2.382836,1,2.382836,
1.502,7.54,2.384474,1,2.384474,
1.504,7.54,2.387789,1,2.387789,
1.506,7.54,2.391104,1,2.391104,
1.508,7.54,2.39442,1,2.39442,
1.51,7.54,2.397735,1,2.397735,
1.512,7.54,2.401051,1,2.401051,
1.514,7.54,2.404366,1,2.404366,
1.516,7.54,2.407682,1,2.407682,
1.518,7.54,2.410997,1,2.410997,
1.52,7.54,2.414313,1,2.414313,
1.522,7.54,2.417628,1,2.417628,
1.524,7.54,2.420944,1,2.420944,
1.526,7.54,2.423723,1,2.423723,
1.528,7.54,2.425984,1,2.425984,
1.53,7.54,2.428246,1,2.428246,
1.532,7.54,2.430507,1,2.430507,
1.534,7.54,2.432768,1,2.432768,
1.536,7.54,2.435029,1,2.435029,
1.538,7.54,2.437291,1,2.437291,
1.54,7.54,2.439552,1,2.439552,
1.542,7.54,2.441813,1,2.441813,
1.544,7.54,2.441954,1,2.441954,
1.546,7.54,2.441954,1,2.441954,
1.548,7.54,2.441954,1,2.441954,
1.55,7.54,2.441954,1,2.441954,
1.552,7.54,2.441954,1,2.441954,
1.554,7.54,2.441954,1,2.441954,
1.556,7.54,2.441954,1,2.441954,
1.558,7.54,2.441954,1,2.441954,
1.56,7.54,2.441954,1,2.441954,
1.562,7.54,2.441954,1,2.441954,
1.564,7.54,2.441954,1,2.441954,
1.566,7.54,2.441954,1,2.441954,
1.568,7.54,2.441954,1,2.441954,
1.57,7.54,2.441954,1,2.441954,
1.572,7.54,2.441954,1,2.441954,
1.574,7.54,2.441954,1,2.441954,
1.576,7.54,2.441954,1,2.441954,
1.578,7.54,2.441954,1,2.441954,
1.58,7.54,2.441954,1,2.441954,
1.582,7.54,2.441954,1,2.441954,
1.584,7.54,2.441954,1,2.441954,
1.586,7.54,2.441954,1,2.441954,
1.588,7.54,2.441954,1,2.441954,
1.59,7.54,2.441954,1,2.441954,
1.592,7.54,2.441954,1,2.441954,
1.594,7.54,2.441954,1,2.441954,
1.596,7.54,2.441954,1,2.441954,
1.598,7.54,2.441954,1,2.441954,
1.6,7.54,2.441954,1,2.441954,
1.602,7.54,2.441954,1,2.441954,
1.604,7.54,2.441954,1,2.441954,
1.606,7.54,2.441954,1,2.441954,
1.608,7.54,2.441954,1,2.441954,
1.61,7.54,2.441954,1,2.441954,
1.612,7.54,2.441954,1,2.441954,
1.614,7.54,2.441954,1,2.441954,
1.616,7.54,2.441954,1,2.441954,
1.618,7.54,2.441954,1,2.441954,
1.62,7.54,2.441954,1,2.441954,
1.622,3.81,2.441954,1,2.441954,
1.624,3.81,2.441954,1,2.441954,
1.626,3.81,2.441954,1,2.441954,
1.628,3.81,2.441954,1,2.441954,
1.63,3.81,2.441954,1,2.441954,
1.632,3.81,2.441954,1,2.441954,
1.634,3.81,2.441954,1,2.441954,
1.636,3.81,2.441954,1,2.441954,
1.638,3.81,2.441954,1,2.441954,
1.64,3.81,2.441954,1,2.441954,
1.642,3.81,2.441954,1,2.441954,
1.644,3.81,2.441954,1,2.441954,
1.646,3.81,2.441954,1,2.441954,
1.648,3.81,2.441954,1,2.441954,
1.65,3.81,2.441954,1,2.441954,
1.652,3.81,2.441954,1,2.441954,
1.654,3.81,2.441954,1,2.441954,
1.656,3.81,2.441954,1,2.441954,
1.658,3.81,2.441954,1,2.441954,
1.66,3.81,2.441954,1,2.441954,
1.662,3.81,2.441954,1,2.441954,
1.664,3.81,2.441954,1,2.441954,
1.666,3.81,2.441954,1,2.441954,
1.668,3.81,2.441954,1,2.441954,
1.67,3.81,2.441954,1,2.441954,
1.672,3.81,2.441954,1,2.441954,
1.674,3.81,2.441954,1,2.441954,
1.676,3.81,2.441954,1,2.441954,
1.678,3.81,2.441954,1,2.441954,
1.68,3.81,2.441954,1,2.441954,
1.682,3.81,2.441954,1,2.441954,
1.684,3.81,2.441954,1,2.441954,
1.686,3.81,2.441954,1,2.441954,
1.688,3.81,2.441954,1,2.441954,
1.69,3.81,2.441954,1,2.441954,
1.692,3.81,2.441954,1,2.441954,
1.694,3.81,2.441954,1,2.441954,
1.696,3.81,2.441954,1,2.441954,
1.698,3.81,2.441954,1,2.441954,
1.7,3.81,2.441954,1,2.441954,
1.702,3.81,2.441954,1,2.441954,
1.704,3.81,2.441954,1,2.441954,
1.706,3.81,2.441954,1,2.441954,
1.708,3.81,2.440045,1,2.440045,
1.71,3.81,2.437924,1,2.437924,
1.712,3.81,2.435802,1,2.435802,
1.714,3.81,2.433681,1,2.433681,
1.716,3.81,2.431559,1,2.431559,
1.718,3.81,2.429438,1,2.429438,
1.72,3.81,2.427316,1,2.427316,
1.722,3.81,2.425195,1,2.425195,
1.724,3.81,2.423073,1,2.423073,
1.726,3.555268,2.422574,1,2.422574,
1.728,3.222002,2.422574,1,2.422574,
1.73,2.888735,2.422574,1,2.422574,
1.732,2.555469,2.422574,1,2.422574,
1.734,2.222203,2.422574,1,2.422574,
1.736,1.888937,2.422574,1,2.422574,
1.738,1.55567,2.422574,1,2.422574,
1.74,1.222404,2.422574,1,2.422574,
1.742,0.889138,2.422574,1,2.422574,
1.744,0.555871,2.422574,1,2.422574,
1.746,0.222605,2.422574,1,2.422574,
1.748,0,2.422574,1,2.422574,
1.75,0,2.422574,1,2.422574,
1.752,0,2.422574,1,2.422574,
1.754,0,2.422574,1,2.422574,
1.756,0,2.422574,1,2.422574,
1.758,0,2.422574,1,2.422574,
1.76,0,2.422574,1,2.422574,
1.762,0,2.422574,1,2.422574,
1.764,0,2.422574,1,2.422574,
1.766,0,2.422574,1,2.422574,
1.768,0,2.422574,1,2.422574,
1.77,0,2.422574,1,2.422574,
1.772,0,2.422574,1,2.422574,
1.774,0,2.422574,1,2.422574,
1.776,0,2.422574,1,2.422574,
1.778,0,2.422574,1,2.422574,
1.78,0,2.422574,1,2.422574,
1.782,0,2.422574,1,2.422574,
1.784,0,2.422574,1,2.422574,
1.786,0,2.422574,1,2.422574,
1.788,0,2.422574,1,2.422574,
1.79,0,2.422574,1,2.422574,
1.792,0,2.422574,1,2.422574,
1.794,0,2.422574,1,2.422574,
1.796,0,2.422574,1,2.422574,
1.798,0,2.422574,1,2.422574,
1.8,0,2.422574,1,2.422574,
1.802,0,2.422574,1,2.422574,
1.804,0,2.422574,1,2.422574,
1.806,0,2.422574,1,2.422574,
1.808,0,2.422574,1,2.422574,
1.81,0,2.422574,1,2.422574,
1.812,0,2.422574,1,2.422574,
1.814,0,2.422574,1,2.422574,
1.816,0,2.422574,1,2.422574,
1.818,0,2.422574,1,2.422574,
1.82,0,2.422574,1,2.422574,
1.822,0,2.422574,1,2.422574,
1.824,0,2.422574,1,2.422574,
1.826,0,2.422574,1,2.422574,
1.828,0,2.422574,1,2.422574,
1.83,0,2.422574,1,2.422574,
1.832,-0.110347,2.421941,1,2.421941,
1.834,-0.522859,2.419576,1,2.419576,
1.836,-0.935371,2.41721,1,2.41721,
1.838,-1.347883,2.414845,1,2.414845,
1.84,-1.760395,2.41248,1,2.41248,
1.842,-2.172907,2.410114,1,2.410114,
1.844,-2.585419,2.407749,1,2.407749,
1.846,-2.997931,2.405384,1,2.405384,
1.848,-3.38,2.403193,1,2.403193,
1.85,-3.38,2.403193,1,2.403193,
1.852,-3.38,2.403193,1,2.403193,
1.854,-3.38,2.403193,1,2.403193,
1.856,-3.38,2.403193,1,2.403193,
1.858,-3.38,2.403193,1,2.403193,
1.86,-3.38,2.403193,1,2.403193,
1.862,-3.38,2.403193,1,2.403193,
1.864,-3.38,2.403193,1,2.403193,
1.866,-3.38,2.403193,1,2.403193,
1.868,-3.38,2.403193,1,2.403193,
1.87,-3.38,2.403193,1,2.403193,
1.872,-3.38,2.403193,1,2.403193,
1.874,-3.38,2.403193,1,2.403193,
1.876,-3.38,2.403193,1,2.403193,
1.878,-3.38,2.403193,1,2.403193,
1.88,-3.38,2.403193,1,2.403193,
1.882,-3.38,2.403193,1,2.403193,
1.884,-3.38,2.403193,1,2.403193,
1.886,-3.38,2.403193,1,2.403193,
1.888,-3.38,2.403193,1,2.403193,
1.89,-3.38,2.403193,1,2.403193,
1.892,-3.38,2.403193,1,2.403193,
1.894,-3.38,2.403193,1,2.403193,
1.896,-3.38,2.403193,1,2.403193,
1.898,-3.38,2.403193,1,2.403193,
1.9,-3.38,2.403193,1,2.403193,
1.902,-3.38,2.403193,1,2.403193,
1.904,-3.38,2.403193,1,2.403193,
1.906,-3.38,2.403193,1,2.403193,
1.908,-3.38,2.403193,1,2.403193,
1.91,-3.38,2.403193,1,2.403193,
1.912,-3.38,2.403193,1,2.403193,
1.914,-3.38,2.403193,1,2.403193,
1.916,-3.38,2.403193,1,2.403193,
1.918,-3.38,2.403193,1,2.403193,
1.92,-3.38,2.403193,1,2.403193,
1.922,-3.38,2.403193,1,2.403193,
1.924,-3.38,2.403193,1,2.403193,
1.926,-3.38,2.403193,1,2.403193,
1.928,-3.38,2.400962,1,2.400962,
1.93,-3.38,2.398652,1,2.398652,
1.932,-3.38,2.396343,1,2.396343,
1.934,-3.38,2.394033,1,2.394033,
1.936,-3.38,2.391723,1,2.391723,
1.938,-3.38,2.389413,1,2.389413,
1.94,-3.38,2.387104,1,2.387104,
1.942,-3.38,2.384794,1,2.384794,
1.944,-3.7091,2.383812,1,2.383812,
1.946,-4.281397,2.383812,1,2.383812,
1.948,-4.853695,2.383812,1,2.383812,
1.95,-5.425993,2.383812,1,2.383812,
1.952,-5.998291,2.383812,1,2.383812,
1.954,-6.570588,2.383812,1,2.383812,
1.956,-6.71,2.382386,1,2.382386,
1.958,-6.71,2.380499,1,2.380499,
1.96,-6.71,2.378613,1,2.378613,
1.962,-6.71,2.376726,1,2.376726,
1.964,-6.71,2.37484,1,2.37484,
1.966,-6.71,2.372954,1,2.372954,
1.968,-6.71,2.371067,1,2.371067,
1.97,-6.71,2.369181,1,2.369181,
1.972,-6.71,2.367295,1,2.367295,
1.974,-6.71,2.365408,1,2.365408,
1.976,-6.71,2.364432,1,2.364432,
1.978,-6.71,2.364432,1,2.364432,
1.98,-6.71,2.364432,1,2.364432,
1.982,-6.71,2.364432,1,2.364432,
1.984,-6.71,2.364432,1,2.364432,
1.986,-6.71,2.364432,1,2.364432,
1.988,-6.71,2.364432,1,2.364432,
1.99,-6.71,2.364432,1,2.364432,
1.992,-6.71,2.364432,1,2.364432,
1.994,-6.71,2.364432,1,2.364432,
1.996,-6.71,2.364432,1,2.364432,
1.998,-6.71,2.364432,1,2.364432,
2,-6.71,2.364432,1,2.364432,
2.002,-6.71,2.364432,1,2.364432,
2.004,-6.71,2.363369,1,2.363369,
2.006,-6.71,2.359573,1,2.359573,
2.008,-6.71,2.355778,1,2.355778,
2.01,-6.71,2.351983,1,2.351983,
2.012,-6.71,2.348188,1,2.348188,
2.014,-6.71,2.345051,1,2.345051,
2.016,-6.71,2.345051,1,2.345051,
2.018,-6.71,2.345051,1,2.345051,
2.02,-6.71,2.345051,1,2.345051,
2.022,-6.71,2.345051,1,2.345051,
2.024,-6.71,2.345051,1,2.345051,
2.026,-6.71,2.345051,1,2.345051,
2.028,-6.71,2.345051,1,2.345051,
2.03,-6.71,2.345051,1,2.345051,
2.032,-6.71,2.345051,1,2.345051,
2.034,-6.71,2.345051,1,2.345051,
2.036,-6.71,2.345051,1,2.345051,
2.038,-6.71,2.345051,1,2.345051,
2.04,-6.71,2.345051,1,2.345051,
2.042,-6.71,2.345051,1,2.345051,
2.044,-6.71,2.344713,1,2.344713,
2.046,-6.71,2.34279,1,2.34279,
2.048,-6.71,2.340867,1,2.340867,
2.05,-6.71,2.338944,1,2.338944,
2.052,-6.71,2.337021,1,2.337021,
2.054,-6.71,2.335098,1,2.335098,
2.056,-6.71,2.333175,1,2.333175,
2.058,-6.71,2.331252,1,2.331252,
2.06,-6.71,2.329329,1,2.329329,
2.062,-6.71,2.327406,1,2.327406,
2.064,-6.738909,2.325506,1,2.325506,
2.066,-7.034503,2.323826,1,2.323826,
2.068,-7.330097,2.322146,1,2.322146,
2.07,-7.625691,2.320466,1,2.320466,
2.072,-7.921284,2.318786,1,2.318786,
2.074,-8.216878,2.317106,1,2.317106,
2.076,-8.512472,2.315426,1,2.315426,
2.078,-8.808066,2.313746,1,2.313746,
2.08,-9.10366,2.312066,1,2.312066,
2.082,-9.399254,2.310386,1,2.310386,
2.084,-9.694847,2.308706,1,2.308706,
2.086,-9.990441,2.307026,1,2.307026,
2.088,-10.12,2.30629,1,2.30629,
2.09,-10.12,2.30629,1,2.30629,
2.092,-10.12,2.30629,1,2.30629,
2.094,-10.12,2.305393,1,2.305393,
2.096,-10.12,2.303546,1,2.303546,
2.098,-10.12,2.301698,1,2.301698,
2.1,-10.12,2.299851,1,2.299851,
2.102,-10.12,2.298004,1,2.298004,
2.104,-10.12,2.296156,1,2.296156,
2.106,-10.12,2.294309,1,2.294309,
2.108,-10.12,2.292461,1,2.292461,
2.11,-10.12,2.290614,1,2.290614,
2.112,-10.12,2.288767,1,2.288767,
2.114,-10.12,2.286919,1,2.286919,
2.116,-10.12,2.28691,1,2.28691,
2.118,-10.12,2.28691,1,2.28691,
2.12,-10.12,2.28691,1,2.28691,
2.122,-10.12,2.28691,1,2.28691,
2.124,-10.12,2.28691,1,2.28691,
2.126,-10.12,2.28691,1,2.28691,
2.128,-10.12,2.28691,1,2.28691,
2.13,-10.12,2.28691,1,2.28691,
2.132,-10.12,2.286212,1,2.286212,
2.134,-10.12,2.283224,1,2.283224,
2.136,-10.12,2.280236,1,2.280236,
2.138,-10.12,2.277248,1,2.277248,
2.14,-10.12,2.27426,1,2.27426,
2.142,-10.12,2.271272,1,2.271272,
2.144,-10.12,2.268285,1,2.268285,
2.146,-10.12,2.267529,1,2.267529,
2.148,-10.12,2.267529,1,2.267529,
2.15,-10.12,2.267529,1,2.267529,
2.152,-10.12,2.267529,1,2.267529,
2.154,-10.12,2.267529,1,2.267529,
2.156,-10.12,2.267529,1,2.267529,
2.158,-10.12,2.267529,1,2.267529,
2.16,-10.12,2.267529,1,2.267529,
2.162,-10.12,2.267529,1,2.267529,
2.164,-10.12,2.267211,1,2.267211,
2.166,-10.12,2.264917,1,2.264917,
2.168,-10.12,2.262622,1,2.262622,
2.17,-10.12,2.260328,1,2.260328,
2.172,-10.12,2.258033,1,2.258033,
2.174,-10.12,2.255738,1,2.255738,
2.176,-10.12,2.253444,1,2.253444,
2.178,-10.12,2.251149,1,2.251149,
2.18,-10.12,2.248855,1,2.248855,
2.182,-10.536646,2.248148,1,2.248148,
2.184,-11.138562,2.248148,1,2.248148,
2.186,-11.740477,2.248148,1,2.248148,
2.188,-12.342393,2.248148,1,2.248148,
2.19,-12.944308,2.248148,1,2.248148,
2.192,-13.546224,2.248148,1,2.248148,
2.194,-13.9,2.246632,1,2.246632,
2.196,-13.9,2.242953,1,2.242953,
2.198,-13.9,2.239275,1,2.239275,
2.2,-13.9,2.235596,1,2.235596,
2.202,-13.9,2.231918,1,2.231918,
2.204,-13.9,2.228768,1,2.228768,
2.206,-13.9,2.228768,1,2.228768,
2.208,-13.9,2.228768,1,2.228768,
2.21,-13.9,2.228768,1,2.228768,
2.212,-13.9,2.228768,1,2.228768,
2.214,-13.9,2.228768,1,2.228768,
2.216,-13.9,2.228768,1,2.228768,
2.218,-13.9,2.228768,1,2.228768,
2.22,-13.9,2.228768,1,2.228768,
2.222,-13.9,2.228768,1,2.228768,
2.224,-13.9,2.228768,1,2.228768,
2.226,-13.9,2.228768,1,2.228768,
2.228,-13.9,2.228768,1,2.228768,
2.23,-13.9,2.228768,1,2.228768,
2.232,-13.9,2.228768,1,2.228768,
2.234,-13.9,2.228059,1,2.228059,
2.236,-13.9,2.226188,1,2.226188,
2.238,-13.9,2.224317,1,2.224317,
2.24,-13.9,2.222446,1,2.222446,
2.242,-13.9,2.220575,1,2.220575,
2.244,-13.9,2.218704,1,2.218704,
2.246,-13.9,2.216833,1,2.216833,
2.248,-13.9,2.214962,1,2.214962,
2.25,-13.9,2.213091,1,2.213091,
2.252,-13.9,2.21122,1,2.21122,
2.254,-13.9,2.209387,1,2.209387,
2.256,-13.9,2.209387,1,2.209387,
2.258,-13.9,2.209387,1,2.209387,
2.26,-13.9,2.209387,1,2.209387,
2.262,-13.9,2.209387,1,2.209387,
2.264,-13.9,2.209387,1,2.209387,
2.266,-13.9,2.209387,1,2.209387,
2.268,-13.9,2.209387,1,2.209387,
2.27,-13.9,2.209387,1,2.209387,
2.272,-13.9,2.209036,1,2.209036,
2.274,-13.9,2.205782,1,2.205782,
2.276,-13.9,2.202528,1,2.202528,
2.278,-13.9,2.199274,1,2.199274,
2.28,-13.9,2.19602,1,2.19602,
2.282,-13.9,2.192767,1,2.192767,
2.284,-13.9,2.189716,1,2.189716,
2.286,-13.9,2.187798,1,2.187798,
2.288,-13.9,2.185881,1,2.185881,
2.29,-13.9,2.183964,1,2.183964,
2.292,-13.9,2.182046,1,2.182046,
2.294,-13.9,2.180129,1,2.180129,
2.296,-13.9,2.178212,1,2.178212,
2.298,-13.9,2.176295,1,2.176295,
2.3,-13.9,2.174377,1,2.174377,
2.302,-13.9,2.17246,1,2.17246,
2.304,-13.916725,2.170626,1,2.170626,
2.306,-14.300335,2.170626,1,2.170626,
2.308,-14.683945,2.170626,1,2.170626,
2.31,-15.067555,2.170626,1,2.170626,
2.312,-15.451165,2.170626,1,2.170626,
2.314,-15.834774,2.170626,1,2.170626,
2.316,-16.218384,2.170626,1,2.170626,
2.318,-16.601994,2.170626,1,2.170626,
2.32,-16.985604,2.170626,1,2.170626,
2.322,-17.26,2.16972,1,2.16972,
2.324,-17.26,2.166539,1,2.166539,
2.326,-17.26,2.163358,1,2.163358,
2.328,-17.26,2.160177,1,2.160177,
2.33,-17.26,2.156995,1,2.156995,
2.332,-17.26,2.153814,1,2.153814,
2.334,-17.26,2.151246,1,2.151246,
2.336,-17.26,2.151246,1,2.151246,
2.338,-17.26,2.151246,1,2.151246,
2.34,-17.26,2.151246,1,2.151246,
2.342,-17.26,2.151246,1,2.151246,
2.344,-17.26,2.151246,1,2.151246,
2.346,-17.26,2.149619,1,2.149619,
2.348,-17.26,2.147462,1,2.147462,
2.35,-17.26,2.145306,1,2.145306,
2.352,-17.26,2.143149,1,2.143149,
2.354,-17.26,2.140992,1,2.140992,
2.356,-17.26,2.138836,1,2.138836,
2.358,-17.26,2.136679,1,2.136679,
2.36,-17.26,2.134523,1,2.134523,
2.362,-17.26,2.132366,1,2.132366,
2.364,-17.26,2.13047,1,2.13047,
2.366,-17.26,2.128654,1,2.128654,
2.368,-17.26,2.126837,1,2.126837,
2.37,-17.26,2.12502,1,2.12502,
2.372,-17.26,2.123203,1,2.123203,
2.374,-17.26,2.121386,1,2.121386,
2.376,-17.26,2.119569,1,2.119569,
2.378,-17.26,2.117752,1,2.117752,
2.38,-17.26,2.115935,1,2.115935,
2.382,-17.26,2.114119,1,2.114119,
2.384,-17.26,2.112484,1,2.112484,
2.386,-17.26,2.112484,1,2.112484,
2.388,-17.26,2.112484,1,2.112484,
2.39,-17.26,2.112484,1,2.112484,
2.392,-17.26,2.112484,1,2.112484,
2.394,-17.26,2.112484,1,2.112484,
2.396,-17.26,2.112484,1,2.112484,
2.398,-17.26,2.112484,1,2.112484,
2.4,-17.26,2.112484,1,2.112484,
2.402,-17.26,2.112087,1,2.112087,
2.404,-17.26,2.108819,1,2.108819,
2.406,-17.26,2.105551,1,2.105551,
2.408,-17.26,2.102283,1,2.102283,
2.41,-17.26,2.099015,1,2.099015,
2.412,-17.26,2.095747,1,2.095747,
2.414,-17.26,2.093103,1,2.093103,
2.416,-17.26,2.093103,1,2.093103,
2.418,-17.26,2.093103,1,2.093103,
2.42,-17.26,2.093103,1,2.093103,
2.422,-17.26,2.093103,1,2.093103,
2.424,-17.26,2.093103,1,2.093103,
2.426,-17.622464,2.091288,1,2.091288,
2.428,-18.055929,2.089117,1,2.089117,
2.43,-18.489394,2.086947,1,2.086947,
2.432,-18.92286,2.084776,1,2.084776,
2.434,-19.356325,2.082605,1,2.082605,
2.436,-19.78979,2.080434,1,2.080434,
2.438,-20.223256,2.078264,1,2.078264,
2.44,-20.656721,2.076093,1,2.076093,
2.442,-21.090186,2.073922,1,2.073922,
2.444,-21.13,2.073723,1,2.073723,
2.446,-21.13,2.073723,1,2.073723,
2.448,-21.13,2.073723,1,2.073723,
2.45,-21.13,2.073723,1,2.073723,
2.452,-21.13,2.073723,1,2.073723,
2.454,-21.13,2.073723,1,2.073723,
2.456,-21.13,2.073723,1,2.073723,
2.458,-21.13,2.073723,1,2.073723,
2.46,-21.13,2.073723,1,2.073723,
2.462,-21.13,2.073723,1,2.073723,
2.464,-21.13,2.073534,1,2.073534,
2.466,-21.13,2.071272,1,2.071272,
2.468,-21.13,2.069011,1,2.069011,
2.47,-21.13,2.066749,1,2.066749,
2.472,-21.13,2.064488,1,2.064488,
2.474,-21.13,2.062226,1,2.062226,
2.476,-21.13,2.059964,1,2.059964,
2.478,-21.13,2.057703,1,2.057703,
2.48,-21.13,2.055441,1,2.055441,
2.482,-21.13,2.054342,1,2.054342,
2.484,-21.13,2.054342,1,2.054342,
2.486,-21.13,2.054342,1,2.054342,
2.488,-21.13,2.054342,1,2.054342,
2.49,-21.13,2.054342,1,2.054342,
2.492,-21.13,2.054342,1,2.054342,
2.494,-21.13,2.053933,1,2.053933,
2.496,-21.13,2.05203,1,2.05203,
2.498,-21.13,2.050127,1,2.050127,
2.5,-21.13,2.048224,1,2.048224,
2.502,-21.13,2.046321,1,2.046321,
2.504,-21.13,2.044417,1,2.044417,
2.506,-21.13,2.042514,1,2.042514,
2.508,-21.13,2.040611,1,2.040611,
2.51,-21.13,2.038708,1,2.038708,
2.512,-21.13,2.036805,1,2.036805,
2.514,-21.13,2.034962,1,2.034962,
2.516,-21.13,2.034962,1,2.034962,
2.518,-21.13,2.034962,1,2.034962,
2.52,-21.13,2.034962,1,2.034962,
2.522,-21.13,2.034962,1,2.034962,
2.524,-21.13,2.034962,1,2.034962,
2.526,-21.13,2.034962,1,2.034962,
2.528,-21.13,2.034962,1,2.034962,
2.53,-21.13,2.034962,1,2.034962,
2.532,-21.13,2.034146,1,2.034146,
2.534,-21.13,2.031776,1,2.031776,
2.536,-21.13,2.029406,1,2.029406,
2.538,-21.13,2.027036,1,2.027036,
2.54,-21.13,2.024666,1,2.024666,
2.542,-21.13,2.022295,1,2.022295,
2.544,-21.13,2.019925,1,2.019925,
2.546,-21.13,2.017555,1,2.017555,
2.548,-21.194288,2.015211,1,2.015211,
2.55,-21.578668,2.013001,1,2.013001,
2.552,-21.963049,2.01079,1,2.01079,
2.554,-22.34743,2.00858,1,2.00858,
2.556,-22.73181,2.006369,1,2.006369,
2.558,-23.116191,2.004159,1,2.004159,
2.56,-23.500572,2.001948,1,2.001948,
2.562,-23.884952,1.999738,1,1.999738,
2.564,-24.269333,1.997527,1,1.997527,
2.566,-24.5,1.996201,1,1.996201,
2.568,-24.5,1.996201,1,1.996201,
2.57,-24.5,1.996201,1,1.996201,
2.572,-24.5,1.996108,1,1.996108,
2.574,-24.5,1.994367,1,1.994367,
2.576,-24.5,1.992627,1,1.992627,
2.578,-24.5,1.990887,1,1.990887,
2.58,-24.5,1.989146,1,1.989146,
2.582,-24.5,1.987406,1,1.987406,
2.584,-24.5,1.985665,1,1.985665,
2.586,-24.5,1.983925,1,1.983925,
2.588,-24.5,1.982184,1,1.982184,
