%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 1/26/2026 5:10:24 PM
SAMPLE INFO = ///DEVELOPMENT/2026-01-23
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.214286
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [9335,9335,9335,9335,9335,9335,9335]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,18.670000,35.000000,34.503018,8.882244]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-35.000000,-34.493402,-2.127067]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000386,0.043356]
COLUMN_STOP = [1.000000,3.000000,4.000000,18.670000,0.040000,-1.410978,2.058291]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.126000,3.720000,2.263516,2.907714
1.000000,3.000000,1.000000,0.128000,3.780000,2.324266,2.881804
1.000000,3.000000,1.000000,0.130000,3.840000,2.385074,2.885816
1.000000,3.000000,1.000000,0.132000,3.900000,2.445950,2.913381
1.000000,3.000000,1.000000,0.134000,3.960000,2.506912,2.950096
1.000000,3.000000,1.000000,0.136000,4.020000,2.567976,2.979354
1.000000,3.000000,1.000000,0.138000,4.080000,2.629154,2.988550
1.000000,3.000000,1.000000,0.140000,4.140000,2.690441,2.973344
1.000000,3.000000,1.000000,0.142000,4.200000,2.751815,2.938596
1.000000,3.000000,1.000000,0.144000,4.260000,2.813230,2.895869
1.000000,3.000000,1.000000,0.146000,4.320000,2.874629,2.858676
1.000000,3.000000,1.000000,0.148000,4.380000,2.935953,2.837394
1.000000,3.000000,1.000000,0.150000,4.440000,2.997154,2.835712
1.000000,3.000000,1.000000,0.152000,4.500000,3.058205,2.849807
1.000000,3.000000,1.000000,0.154000,4.560000,3.119096,2.870323
1.000000,3.000000,1.000000,0.156000,4.620000,3.179835,2.886227
1.000000,3.000000,1.000000,0.158000,4.680000,3.240431,2.888971
1.000000,3.000000,1.000000,0.160000,4.740000,3.300889,2.875413
1.000000,3.000000,1.000000,0.162000,4.800000,3.361198,2.848551
1.000000,3.000000,1.000000,0.164000,4.860000,3.421336,2.815955
1.000000,3.000000,1.000000,0.166000,4.920000,3.481276,2.786671
1.000000,3.000000,1.000000,0.168000,4.980000,3.540999,2.767850
1.000000,3.000000,1.000000,0.170000,5.040000,3.600509,2.762358
1.000000,3.000000,1.000000,0.172000,5.100000,3.659838,2.768142
